Kode;Komponen;Satuan;Harga_Dasar;Kategori
;Pohon Bungur di Polybag 100 Liter;buah ;375000;Material
;Pohon Cassia Glauca di Polybag 20 Liter ;buah ;155000;Material
;"Pohon Cassia glauca di
Polybag 25 Liter";buah ;170000;Material
;Pohon Dracaena'song of india' di polybag 20 liter;Buah ;165000;Material
;"Pohon Dracaena ‘Song of
India’ di Polybag 25 Liter";Buah ;180000;Material
;"Pohon Dracaena 'Song of
Jamaica' di Polybag 20
Liter";Buah ;170000;Material
;"Pohon Dracaena 'Song of
Jamaica' di Polybag 25
Liter";Buah;190000;Material
;"Pohon Jarak Batavia di
Polybag 20 Liter";Buah ;175000;Material
;Pohon Jarak Batavia di Polybag 25 Liter;Buah;190000;Material
;"Pohon Kayu Putih
Kuning di Polybag 20
Liter";Buah ;180000;Material
;Pohon Kayu Putih Kuning di Polybag 25 Liter;Buah ;190000;Material
;"Pohon Bugenvil/bunga
kertas di Polybag 20 Liter";Buah ;185000;Material
;"Pohon Penda Merah di
Polybag 20 Liter";Buah ;190000;Material
;Pohon Pucuk merah di Polybag 25 Liter;Buah ;200000;Material
;"Pohon Sikat Botol di
Polybag 20 Liter";buah ;150000;Material
;"Pohon Sikat Botol di
Polybag 25 Liter";Buah ;165000;Material
;Pohon kecil Anggur terompet ;buah ;18000;Material
;Anti Rayap tanah ;kg;28500;Material
;Pohon kecil Pucuk merah ;buah;50000;Material
;Pohon Pucuk Merah di Polybag 20 Liter ;Pohon ;350000;Material
;Pohon Pucuk Merah di Polybag 25 Liter ;Pohon ;400000;Material
;Pohon Bunga Kupu-kupu di Polybag 50 Liter ;Pohon ;500000;Material
;Pohon Bunga Kupu-kupu di Polybag 75 Liter ;Pohon ;530000;Material
;"Pohon Pulai di Polybag 75
Liter";Buah ;150000;Material
;Pohon Pulai di Polybag 100 Liter;Buah ;275000;Material
;Pohon Pulai di Polybag 150 Liter;buah ;300000;Material
;Pohon Pulai di Polybag 200 Liter;Buah ;325000;Material
;"Pohon Pulai di Polybag 250
Liter";Buah ;350000;Material
;Pohon sedang Ketapang Kencana ;buah;150000;Material
;"Pohon Mahoni di Polybag
75 Liter";Buah;150000;Material
;Pohon Mahoni di Polybag 100 Liter;Pohon ;400000;Material
;Pohon Mahoni di Polybag 150 Liter;Pohon ;425000;Material
;Pohon Beringin di Polybag 200 Liter;Pohon ;550000;Material
;Pohon Beringin di Polybag 250 Liter;Pohon ;590000;Material
;Pohon Beringin di Polybag 100 Liter;buah ;250000;Material
;Pohon Beringin di Polybag 150 Liter;Buah ;275000;Material
;"Pohon Beringin di Polybag
250 Liter";Buah ;300000;Material
;Pohon sedang Tabebuya;buah;450000;Material
;"Pohon Bintaro di Polybag
50 Liter";Buah ;220000;Material
;Pohon Bintaro di Polybag 75 Liter;Buah ;350000;Material
;Pohon Besar Kamboja;buah;550000;Material
;Pohon Besar Beringin;buah;2900000;Material
;Pohon Besar Pulai;buah;5390000;Material
;Pohon Besar Trembesi;buah;650000;Material
;Pohon Trembesi di Polybag 75 Liter;buah ;150000;Material
;Pohon Trembesi di Polybag 100 Liter;buah ;275000;Material
;"Pohon Trembesi di Polybag 150
Liter";Buah ;300000;Material
;"Pohon Trembesi di Polybag 200
Liter";Buah;325000;Material
;"Pohon Trembesi di Polybag
250 Liter";Buah;350000;Material
;"Pohon Thevetia di
Polybag 20 Liter";buah ;170000;Material
;Pohon Thevetia di Polybag 25 Liter;Buah ;190000;Material
;"Pohon Turi di Polybag 20
Liter";buah ;180000;Material
;Pohon Turi di Polybag 25 Liter;buah ;190000;Material
;"Pohon Kembang Merak di
Polybag 20 Liter";buah ;210000;Material
;"Pohon Pandan Bali di
Polybag 20 Liter";buah ;200000;Material
;"Pohon Yucca di Polybag
20 Liter";buah ;190000;Material
;Pohon Flamboyan di Polybag 50 Liter;Buah ;210000;Material
;Pohon Flamboyan Kuning di Polybag 50 Liter;Buah ;210000;Material
;Pohon Flamboyan di Polybag 75 Liter;Buah ;350000;Material
;Pohon Flamboyan di Polybag 100 Liter;Buah ;375000;Material
;Pohon Flamboyan di Polybag 150 Liter;Buah ;400000;Material
;Pohon Flamboyan di Polybag 200 Liter;Buah ;425000;Material
;Pohon Flamboyan Kuning di Polybag 75 Liter;Buah ;350000;Material
;Pohon Janda Merana di Polybag 50 Liter;Buah ;220000;Material
;Pohon Janda Merana di Polybag 75 Liter;Buah ;350000;Material
;Pohon Ketapang kencana di Polybag 50 Liter;Buah ;225000;Material
;Pohon Ketapang kencana di Polybag 75 Liter;Buah ;350000;Material
;Pohon Ketapang kencana di Polybag 100 Liter;Buah ;375000;Material
;Pohon Trembesi di Polybag 150 Liter;Buah;300000;Material
;Pohon Sosis di Polybag 50 Liter;Buah ;225000;Material
;Pohon Sosis di Polybag 75 Liter;Buah ;150000;Material
;Pohon Sosis di Polybag 100 Liter;Buah ;275000;Material
;Pohon Sosis di Polybag 150 Liter;Buah ;300000;Material
;Pohon Sosis di Polybag 200 Liter;Buah ;325000;Material
;"Pohon Sosis di Polybag 250
Liter";Buah;350000;Material
;Pohon Tabebuya di Polybag 50 Liter;Buah ;225000;Material
;Pohon Tabebuya di Polybag 75 Liter;Buah ;150000;Material
;Pohon Waru di Polybag 50 Liter;Buah ;225000;Material
;Pohon Waru di Polybag 75 Liter;Buah ;250000;Material
;Pohon Biola Cantik di Polybag 75 Liter;Buah ;350000;Material
;Pohon Biola Cantik di Polybag 100 Liter;Buah ;375000;Material
;Pohon Kamboja di Polybag 75 Liter;Buah ;350000;Material
;Pohon Kamboja di Polybag 100 Liter;buah ;375000;Material
;Pohon Kamboja di Polybag 150 Liter;Buah ;400000;Material
;Pohon Kamboja Fosil di Polybag 200 Liter;Buah ;425000;Material
;Pohon Keben di Polybag 75 Liter;Buah ;350000;Material
;Pohon Keben di Polybag 100 Liter;Buah ;350000;Material
;"Pohon Kecrutan di Polybag
75 Liter";Buah ;350000;Material
;Pohon Kecrutan di Polybag 100 Liter;Buah ;375000;Material
;"Pohon Putat di Polybag 75
Liter";Buah ;150000;Material
;Pohon Putat di Polybag 100 Liter;Buah ;275000;Material
;Pohon Bodhi di Polybag 100 Liter;buah ;275000;Material
;Pohon Bodhi di Polybag 150 Liter;Buah ;300000;Material
;Pohon Bodhi di Polybag 200 Liter;Buah ;325000;Material
;"Pohon Bodhi di Polybag 250
Liter";Buah;350000;Material
;"Pohon Baobab di Polybag 250
Liter";Buah;350000;Material
;"Palem ekor tupai di Polybag 100
Liter";Buah ;250000;Material
;Sylvertris di Polybag 100 Liter;Buah ;250000;Material
;Sylvertris di Polybag 150 Liter;Buah ;300000;Material
;Sylvertris di Polybag 200 Liter;Buah ;400000;Material
;Sylvertris di Polybag 250 Liter;Buah ;450000;Material
;Palem Putri di Polybag 100 Liter;Buah ;200000;Material
;Palem Putri di Polybag 150 Liter;Buah ;300000;Material
;Palem Putri di Polybag 200 Liter;Buah ;400000;Material
;Palem Putri di Polybag 250 Liter;Buah ;450000;Material
;Palem raja di Polybag 100 Liter;Buah ;250000;Material
;Palem raja di Polybag 150 Liter;Buah ;300000;Material
;Palem raja di Polybag 200 Liter;Buah ;400000;Material
;Palem raja di Polybag 250 Liter;Buah;450000;Material
;"Palem sadeng di Polybag 100
Liter";Buah ;250000;Material
;Palem sadeng di Polybag 150 Liter;Buah ;300000;Material
;"Palem sadeng di Polybag 200
Liter";Buah ;400000;Material
;"Palem Sadeng di Polybag 250
Liter";Buah ;450000;Material
;Palem Kecil Palem Wregu;buah;15000;Material
;Palem Kecil Palem Kuning;buah;45000;Material
;Palem Besar Palem Ekor Tupai ;buah;230000;Material
;"Palem ekor tupai di Polybag 150
Liter";Buah ;300000;Material
;"Palem ekor tupai di Polybag 200
Liter";Buah ;400000;Material
;"Palem ekor tupai di Polybag 250
Liter";Buah ;450000;Material
;Palem Besar Kelapa ;buah;445000;Material
;Palem Besar Palem Botol ;;460000;Material
;Palem jepang di Polybag 50 Liter;Buah ;150000;Material
;"Palem jepang di Polybag 75
Liter";Buah;200000;Material
;"Palem komodoria/
komodor/chamadorea di
Polybag 50 Liter";Buah ;150000;Material
;"Palem komodoria/
komodor/chamadorea di
Polybag 75 Liter";Buah;200000;Material
;"Palem kuning di Polybag 50
Liter";Buah ;150000;Material
;"Palem kuning di Polybag 75
Liter";Buah;200000;Material
;"Palem Merah/ Pinang Merah di
Polybag 50 Liter";Buah ;150000;Material
;"Palem waregu di Polybag 50
Liter";Buah ;150000;Material
;"Palem waregu di Polybag 75
Liter";Buah ;200000;Material
;"Sikas Halus/Mawar Jambe di
Polybag 50 Liter";Buah;150000;Material
;"Sikas Halus/Mawar Jambe di
Polybag 75 Liter";Buah ;200000;Material
;"Palem Phoenix di Polybag 50
Liter";Buah;150000;Material
;"Palem Phoenix di Polybag 75
Liter";Buah;200000;Material
;"Palem Merah/ Pinang Merah di
Polybag 75 Liter";Buah ;200000;Material
;Palem Besar Palem Sadeng;Buah ;510000;Material
;Semak Alamanda di Polybag 5 Liter;Polybag ;10000;Material
;Semak Alamanda di Polybag 11 Liter;Polybag ;15000;Material
;Semak Alamanda di Polybag 20 Liter;Polybag ;20000;Material
;"Semak Alamanda/Bunga
terompet emas di Polybag 5
Liter";Buah;3000;Material
;"Semak Alamanda/Bunga
terompet emas di Polybag 11
Liter";Buah ;5000;Material
;"Semak Alamanda/Bunga
terompet emas di Polybag 20 Liter";Buah ;9000;Material
;"Semak Agave/lidah naga di
Polybag 11 Liter";Buah ;5000;Material
;"Semak Agave/lidah naga di
Polybag 20 Liter";Buah ;9000;Material
;"Semak Bakung Lele di Polybag
5 Liter";Buah ;3500;Material
;"Semak Bakung Lele di
Polybag 11 Liter";Buah ;5000;Material
;"Semak Bakung Jawa di
Polybag 11 Liter";Buah ;5000;Material
;"Semak Bakung Jawa di Polybag
20 Liter";Buah ;9000;Material
;"Semak Bromelia di Polybag
11 Liter";Buah ;5000;Material
;"Semak Bromelia di Polybag 20
Liter";Buah ;9000;Material
;"Semak Bugenvil/bunga kertas di
Polybag 20 Liter";Buah ;9000;Material
;"Semak Bunga Iris di Polybag 5
Liter";Buah ;3000;Material
;"Semak Bunga Terompet
Kuning di Polybag 11 Liter";Buah;5000;Material
;"Semak Bunga Terompet Kuning di
Polybag 20 Liter";Buah ;9000;Material
;"Semak Calathea di Polybag 5
Liter";Buah ;3000;Material
;Semak Canna di Polybag 20 Liter;Buah ;9000;Material
;Semak Capit Udang;Buah ;2100;Material
;"Semak Cendrawasih di Polybag
5 Liter";Buah ;3000;Material
;"Semak Costus di Polybag 11
Liter";Buah;5000;Material
;"Semak Costus di Polybag 11
Liter";Buah;5000;Material
;"Semak Dracaena ‘Song of
India’ di Polybag 11 Liter";Buah ;5000;Material
;"Semak Dracaena 'Song of
Jamaica' di Polybag 11 Liter";Buah ;5000;Material
;"Semak Dracaena ‘Song of India’ di
Polybag 20 Liter";Buah ;9000;Material
;"Semak Dracaena 'Song of
Jamaica' di Polybag 20 Liter";Buah ;9000;Material
;"Semak Helliconia di Polybag
11 Liter";Buah ;5000;Material
;"Semak Helliconia di Polybag 20
Liter";Buah ;9000;Material
;"Semak Honje/Kecombrang di
Polybag 11 Liter";Buah ;5000;Material
;"Semak Honje/Kecombrang di
Polybag 20 Liter";Buah ;9000;Material
;"Semak Hujan Mas di Polybag 5
Liter";Buah ;3000;Material
;"Semak Hujan Mas di Polybag
11 Liter";Buah ;5000;Material
;"Semak Hujan Mas di Polybag 20
Liter";Buah ;9000;Material
;"Semak Kacapiring
wangi/Gardenia di Polybag 5
Liter";Buah ;3000;Material
;"Semak Kaca piring di Polybag
11 Liter";Buah;5000;Material
;"Semak Kacapiring
wangi/Gardenia di Polybag
11 Liter";Buah ;5000;Material
;"Semak Kacapiring
wangi/Gardenia di Polybag 20
Liter";Buah ;9000;Material
;"Semak Kembang sepatu di
Polybag 20 Liter";Buah ;9000;Material
;"Semak Kemuning di Polybag 5
Liter";Buah;3000;Material
;"Semak Kana di Polybag 11
Liter";Buah ;5000;Material
;"Semak Lili Brazil di Polybag
11 Liter";Buah ;5000;Material
;"Semak Melati Putih di Polybag
5 Liter";Buah;3000;Material
;"Semak Melati Putih di
Polybag 11 Liter";Buah ;5000;Material
;"Semak Nusa Indah di
Polybag 11 Liter";Buah;5000;Material
;"Semak Oleander/Bunga
Mentega di Polybag 11 Liter";Buah ;5000;Material
;"Semak Oleander/Bunga Mentega
di Polybag 20 Liter";Buah ;9000;Material
;"Semak Pandan Kuning di
Polybag 5 Liter";Buah;3000;Material
;"Semak Penda Emas di Polybag 20
Liter";Buah ;9000;Material
;"Semak Pretty Pink di Polybag 5
Liter";Buah;3000;Material
;"Semak Pretty Pink di Polybag
11 Liter";Buah ;5000;Material
;"Semak Puring di Polybag 11
Liter";Buah ;5000;Material
;Semak Puring di Polybag 20 Liter;Buah ;9000;Material
;"Semak Ruelia / Kencana
Ungu di Polybag 11 Liter";Buah ;5000;Material
;"Semak Sansevieria/Lidah
Mertua di Polybag 5 Liter";Buah ;3000;Material
;"Semak Sansevieria/Lidah
Mertua di Polybag 11 Liter";Buah ;5000;Material
;"Semak Soka di Polybag 11
Liter";Buah ;5000;Material
;"Semak Tabernae/Mondokaki di
Polybag 5 Liter";Buah ;3000;Material
;"Semak Tabernae di Polybag
11 Liter";Buah ;5000;Material
;"Semak Tabernac di Polybag 20
Liter";Buah ;9000;Material
;"Semak Walisongo/Umbrella
tree di Polybag 5 Liter";Buah ;3000;Material
;"Semak Walisongo/Umbrella
Tree di Polybag 11 Liter";Buah ;5000;Material
;"Semak Walisongo/Umbrella Tree
di Polybag 20 Liter";Buah ;9000;Material
;Penutup Tanah Kacang Hias ;;2500;Material
;"Penutup Tanah Kacang hias di
Polybag 0.5 Liter";m2;15000;Material
;"Penutup Tanah Kucai Mini di
Polybag 0.5 Liter";m2;15000;Material
;"Penutup Tanah Lantana di
Polybag 0.5 Liter";m2;15000;Material
;"Penutup Tanah Sutra bombay
di Polybag 0.5 Liter";m2;15000;Material
;"Penutup Tanah Widelia di
Polybag 0.5 Liter";m2;15000;Material
;Rumput embun;m2;17000;Material
;Rumput gajah;m2;10000;Material
;Rumput Gajah Mini;m2;15000;Material
;Rumput peking;m2;19000;Material
;Matras Tipe I, Termasuk angkur / penguat matras ;m2;5600;Material
;Perekat Campuran Hydroseeding ;kg;16000;Material
;Bibit Vegetasi (Biji Rumput);kg;80000;Material
;Mulsa ;kg;35000;Material
;Pupuk anorganik *);kg;18000;Material
;Pupuk anorganik (ex: NPK);m3;180000;Material
;Pupuk anorganik cair (ex: NPK);M3;150000;Material
;Pupuk anorganik padat ;m3;150000;Material
;"Perekat Matras
Perkuatan (Lem)";kg;18000;Material
;Matras Tipe II, Termasuk angkur / penguat matras ;m2;7500;Material
;Matras Tipe III, Termasuk angkur / penguat matras ;;9500;Material
;Bibit Vegetasi (Biji Legume Crop Cover/LCC);kg;166000;Material
;Material Organik ;m3;10500;Material
;Kapur ;kg ;3100;Material
;Pasir ;m3;250000;Material
;sulfur ;kg;12000;Material
;Air Bersih;liter ;550;Material
;Fungisida/Insektisida;kg ;430000;Material
;Cat Minyak;liter ;48500;Material
;Tong Sampah 2 tabung;buah;340000;Material
;Besi Hollow 30x60;m3;13700;Material
;Bambu* dia. 3-5 cm ;m';700;Material
;Bambu* dia. 5-8 cm ;m;900;Material
;bambu* dia. 8-10 cm ;M;12000;Material
;bambu* dia. 10-12 cm ;m;15000;Material
;Tali/pengikat sejenisnya ;m;500;Material
;Sewa Lahan;m2;1000000;upah
SEWA PERALATAN;;;;
;Alat  bantu;set;50000;alat
;Asphalt Distributor;jam;307300;alat
;Asphalt  finisher;jam;602500;alat
;Asphalt  liquid mixer 1000 ℓ;jam;61100;alat
;Asphalt  mixing plant;jam;6253800;alat
;Asphalt  sprayer 850 ℓ;jam;74900;alat
;Bender baja beton;hari;850000;alat
;Blending equipment;jam;235000;alat
;Bore pile machine;jam;476900;alat
;Bulldozer 100-150 HP;jam;912500;alat
;Chain saw;jam;60200;alat
;"Chainsaw 20”; 5,5HP";hari;300000;alat
;"Chainsaw 30”; 7,5HP";hari;300000;alat
;Cold milling machine;jam;648500;alat
;"Colt T-120 (D); R-Blk. 4; 12 m3";jam;314110.76;alat
;Compressor 4000-6500 ℓ\m;jam;185500;alat
;Compressor bor;unit;700000;alat
;Concrete mixer 350 ℓ;jam;94600;alat
;Concrete mixer 500 ℓ;jam;103400;alat
;Concrete mixer truck 5 m³;jam;576100;alat
;Concrete pan mixer;jam;800700;alat
;Concrete pump;jam;296800;alat
;Concrete slip form paver;jam;582400;alat
;Concrete vibrator;hari;800000;alat
;Crane on track 35 ton;jam;440800;alat
;"Crane Truck 3 ton; Winch 5 Ton";jam;430662.86;alat
;Crane on wheel 10-15 ton;jam;359800;alat
;Cutter baja beton;hari;800000;alat
;Cutting machine;jam;55100;alat
;Depresiasi alat  compressor;hari;425000;alat
;Depresiasi mesin pompa uji;hari;42000;alat
;Depresiasi peralatan pemboran;hari;265000;alat
;Dump truck 1;jam;556100;alat
;Dump truck 2;jam;556100;alat
;Dump truck 3;jam;556100;alat
;Dump truck 20 ton;jam;556100;alat
;Dump truck 3,5 ton;jam;304800;alat
;Dump truck 40 ton;jam;676500;alat
;Dump truck 7,5 ton;jam;344400;alat
;Pick up L300;jam;268539.71;alat
;"Fuso (D); R-Blk. 8; 35 m3";jam;418543.76;alat
;Flat deck truck 7 ton;hari ;2700000;alat
;Hoist 1 ton ;hari ;180000;alat
;Excavator 95 HP;jam;480000;alat
;Excavator ;Hari ;5150000;alat
;Excavator 80-140 HP;jam;668200;alat
;Flat  bed truck 3-4 m³;jam;465100;alat
;Generator set  135 KVA;jam;410200;alat
;Jack hammer;hari;350000;alat
;Jack hammer + genset;hari;2300000;alat
;Sewa Genset ;hari ;150000;alat
;Logging;unit;280000;alat
;Mata bor auger 20 cm;hari;100000;alat
;Mata bor auger 30 cm;hari;170000;alat
;Mata bor auger 40 cm;hari;250000;alat
;Mata bor auger 50 cm;hari;340000;alat
;Mesin bor;unit;450000;alat
;Mesin gilas  2 roda 6 - 10 ton;jam;325000;alat
;Mesin gilas  3 roda 6 - 10 ton;jam;350000;alat
;Mesin gilas  roda karet  8 - 10 ton;jam;415000;alat
;Mesin kerek;unit;50000;alat
;Mesin poles;hari;150000;alat
;Mesin trowel;jam;45000;alat
;Mesin Gendong;Jam ;150000;alat
;Motor grader >100 HP;jam;548600;alat
;Pedestrian Roller;jam;99800;alat
;Pile driver +  hammer 2,5 ton;jam;153400;alat
;Pneumatic  tire roller 8-10 ton;jam;491000;alat
;"Pompa beton ∅ 2,5"", 75KW; 120 bar, T= 50 m'/H=80 m’";hari;6600000;alat
;"Pompa beton ∅ 2,5"",20 KW; 20 bar, T = 18 m'";hari;6300000;alat
;"Pompa beton ∅ 3"",140KW; 180 bar, T = 75 m' / H=150 m'";hari;8000000;alat
;"Pompa beton φ 1,5"";5 KW; 8 bar; T = 5 m'";hari;6000000;alat
;Pompa injeksi;unit;300000;alat
;Pompa tangan;unit;160000;alat
;Road Marking Machine;jam;491000;alat
;Sewa alat cutting machine;hari;25000;alat
;Sewa alat las;hari;25000;alat
;Alat las listrik ;jam ;3125;alat
;Alat las listrik 150 A;jam ;3125;alat
;Alat las listrik 250 A;jam ;3125;alat
;Alat las listrik 350 A;jam ;3125;alat
;Alat las listrik 500 A;jam ;3125;alat
;Mesin Las Gotextile;hari ;25000;alat
;Kunci Momen ;hari;20000;alat
;Sewa bor horisontal;hari;150000;alat
;Sewa Scaffolding :;;;alat
;- ScaffoldingPipe brancing 3 m;bulan;8800;alat
;- Scaffolding Pipe brancing 6 m;bulan;17600;alat
;Sewa Scaffolding;hari;586.6666667;alat
;Sewa Gondola ;hari;322000;alat
;Sewa Pipe Support;hari ;850;alat
;Stamper;jam;35000;alat
;Sprayer Gendong ;Hari ;350000;alat
;Stamper Kodok 150 kg ;Hari ;350000;alat
;Stamper Kuda ;hari ;290000;alat
;Stamper D-Drum ;hari ;310000;alat
;Stamper Smooth_Drum;hari ;350000;alat
;"Stang bor, batang bor dia. 1-1/4""";hari;95000;alat
;Stone crusher;jam;799500;alat
;Tandem roller 6-8 ton;jam;469500;alat
;Theodolit;hari;150000;alat
;Three wheel roller;jam;262300;alat
;P. Tyre Roller ;jam ;275000;alat
;Tower crane arm 30 m;hari;3442900;alat
;Crane ;hari ;3442900;alat
;Crane ;jam ;430000;alat
;Sewa Crane kapasitas 1 ton ;jam ;430000;alat
;Transportasi peralatan drailler;unit;500000;alat
;Vibratory plate tamper;jam;58800;alat
;Vibratory roller 1 ton;jam;95000;alat
;Vibratory roller 5-8 ton;jam;392200;alat
;Water pump 70-100 mm;jam;71700;alat
;Water tanker truck 3000-4000 ℓ;jam;255200;alat
;Water Truck ;hari ;1550000;alat
;Waterpass;hari;75000;alat
;Wheel loader;jam;472400;alat
;AMP ;Jam ;3981125;alat
;Asphalt Finisher ;Jam ;450000;alat
;Wheel loader 1,0-1,6 m³;jam;472400;alat
;Alat  pancang Hammer 0.5 ton;hari;350000;alat
;Alat Pancang Mini Pile;hari ;250000;alat
;Alat pancang Hidraulik Pile Driver;hari ;487000;alat
;Alat  penyambung tiang pancang dolken;hari;350000;alat
;Alat Penyambung Balok;buah ;200000;alat
;Alat Penyambung Beton ;buah ;250000;alat
;Alat Penyambung Beton dia. 30 cm;buah ;250000;alat
;Alat Penyambung Beton dia. 35 cm;buah ;255000;alat
;Alat sambung kayu terbuat dari baja;buah ;250000;alat
;Sepatu pancang;buah ;124500;alat
;Sepatu pancang beton;buah ;124500;alat
;Sepatu Pancang dia. 30 cm;buah ;135000;alat
;Sepatu Pancang dia. 35 cm;buah ;140000;alat
;Crawler Crane 10 Ton + Ladder 14 ton;jam ;500000;alat
;Crawler Crane 20 Ton + Ladder 14 ton;jam ;550000;alat
;Driver Hammer;jam ;50000;alat
;Driver Hammer 2 ton;jam ;50000;alat
;Sewa Mesin Hydroseeding 2000L ;liter ;350000;alat
;Angkur/mur/baut;set;45000;alat
;Angkur M16 ;buah ;18500;alat
;Beton Neser;batang;52000;alat
;BP (Biaya Penyambungan);VA;969;alat
;Cutting stiker +  pasang;buah;15000;alat
;Gergaji besi;buah;3500;alat
;GIL  (Gambar Instalasi Langganan), administrasi pemasangan;VA;850;alat
;Linggis (baja keras);buah;30000;alat
;Mesin bor (jam);jam;85000;alat
;Molen beton mixer 350 liter;hari;300000;alat
;Mesin Molen 1m3;hari ;300000;alat
;Pahat beton (baja keras);buah;15000;alat
;Palu/godam (baja keras);buah;25000;alat
;Perapian lokasi kerja;ls;20000;alat
;Pisau Gerinda;buah;52000;alat
;Pompa Air,   diesel 10 KW;hari;500000;alat
;Pompa Air,   diesel 20 KW;hari;1000000;alat
;Pompa Air,   diesel 5 KW;hari;250000;alat
;Pompa Sedot;hari;280000;alat
;Pompa Sedot Pasir ;hari ;280000;alat
;Pompa Lumpur ;hari ;260000;alat
;Mobil Sedot Lumpur ;Jam;67500;alat
;Boom Lift ;hari;3300000;alat
;Pompa submesible;unit;1920000;alat
;"Pressure grout machine 30 KW; 60 -75 bar (D)";jam;42000;alat
;Sewa alat  cutting machine;hari;44000;alat
;Sewa bekisting;hari;7500;alat
;Sewa bekisting rigid;hari;7500;alat
;Sewa bor horisontal;hari;150000;alat
;Sewa mobil crane;hari;1450000;alat
;Sewa mobil crane kapasitas  15 Ton;hari;3400000;alat
;Sewa mobil crane kapasitas  25 Ton;hari;6250000;alat
;Sewa mobil crane kapasitas  5 Ton;hari;1450000;alat
;Sewa tangga 7 meter;buah;50000;alat
;Sewa tangga 7 meter;hari;50000;alat
;Tandon Air kap. 2 m3 ;hari ;25000;alat
;Tangga Service ;buah ;1144000;alat
;SLO (Sertifikat  Laik Operasi);VA;30;alat
;Tripod tinggi 5 m;hari;250000;alat
;Truck Crane 5 ton;jam;525000;alat
;UJL  (Uang Jaminan Langganan);VA;165;alat
;Sewa casing PVC dia. 20 cm;m;25000;alat
;Sewa casing pipa baja dia. 30 cm;m;30700;alat
;Sewa casing pipa baja dia. 40 cm;m;43500;alat
;Sewa casing pipa baja dia. 50 cm;m;55800;alat
;Pengelasan;cm;332;alat
;Baja Strip ;kg ;28000;Material
